num_tokens,time_stamp
1,1773747364890
4,1773747364929
2,1773747364929
6,1773747364930
1,1773747364930
4,1773747364931
1,1773747364931
2,1773747364931
1,1773747364932
3,1773747364932
1,1773747364932
1,1773747364933
1,1773747364963
1,1773747364983
3,1773747364984
2,1773747364984
3,1773747364984
3,1773747364985
8,1773747364985
1,1773747364985
3,1773747364985
1,1773747364985
2,1773747364986
1,1773747364986
3,1773747365036
1,1773747365036
2,1773747365036
4,1773747365036
2,1773747365036
2,1773747365036
2,1773747365037
3,1773747365037
1,1773747365037
2,1773747365037
2,1773747365038
2,1773747365087
1,1773747365088
4,1773747365088
1,1773747365089
1,1773747365089
1,1773747365089
5,1773747365089
1,1773747365089
1,1773747365089
3,1773747365089
1,1773747365089
3,1773747365089
4,1773747365090
2,1773747365138
2,1773747365138
3,1773747365139
1,1773747365139
4,1773747365139
1,1773747365140
9,1773747365140
1,1773747365140
2,1773747365189
1,1773747365189
4,1773747365190
4,1773747365190
3,1773747365190
1,1773747365191
1,1773747365191
1,1773747365192
2,1773747365192
1,1773747365192
2,1773747365192
1,1773747365239
1,1773747365242
1,1773747365243
1,1773747365244
1,1773747365245
1,1773747365245
1,1773747365245
1,1773747365246
1,1773747365246
2,1773747365246
1,1773747365246
4,1773747365246
1,1773747365292
2,1773747365295
1,1773747365295
2,1773747365296
2,1773747365296
4,1773747365296
1,1773747365297
1,1773747365297
2,1773747365297
1,1773747365298
2,1773747365298
2,1773747365298
1,1773747365346
1,1773747365348
4,1773747365348
1,1773747365348
4,1773747365349
4,1773747365349
1,1773747365350
3,1773747365350
4,1773747365350
1,1773747365351
1,1773747365380
2,1773747365402
2,1773747365402
1,1773747365403
4,1773747365403
5,1773747365404
1,1773747365404
1,1773747365404
1,1773747365405
3,1773747365405
3,1773747365405
1,1773747365456
1,1773747365457
1,1773747365457
5,1773747365458
2,1773747365458
2,1773747365458
2,1773747365459
1,1773747365459
1,1773747365459
1,1773747365459
1,1773747365459
3,1773747365460
1,1773747365460
2,1773747365512
